Rk,Player,Age,Tm,Pos,GP,G,A,PTS,GC,plusMinus,PIM,EV,PP,SH,GW,S,S%,TOI,ATOI
206,Tobias Enstrom,27,WPG,D,62,6,27,33,10,6,38,4,2,0,1,94,6.4,1478,23:51
207,Jason Garrison,27,FLA,D,77,16,17,33,13,6,32,7,9,0,3,168,9.5,1825,23:42
208,Ryan Jones,27,EDM,LW,79,17,16,33,13,-7,42,12,3,2,2,137,12.4,1219,15:26
209,Tyler Kennedy,25,PIT,C,60,11,22,33,12,10,29,11,0,0,1,195,5.6,862,14:22
210,Alexei Ponikarovsky,31,TOT,LW,82,14,19,33,13,-3,34,10,4,0,2,156,9,1209,14:45
211,Josh Bailey,22,NYI,C,80,13,19,32,12,-10,32,9,1,3,1,104,12.5,1218,15:13
212,John Carlson,22,WSH,D,82,9,23,32,11,-15,22,5,4,0,0,152,5.9,1792,21:52
213,Christian Ehrhoff,29,BUF,D,66,5,27,32,10,-2,47,4,1,0,3,136,3.7,1522,23:03
214,Oliver Ekman-Larsson,20,PHX,D,82,13,19,32,12,0,32,10,2,1,2,147,8.8,1813,22:07
215,Michael Grabner,24,NYI,RW,78,20,12,32,14,-18,12,18,1,1,3,174,11.5,1212,15:33
216,Nathan Horton,26,BOS,C,46,17,15,32,13,0,54,11,6,0,3,90,18.9,733,15:56
217,Tomas Kopecky,29,FLA,RW,80,10,22,32,11,-8,32,8,2,0,2,143,7,1382,17:16
218,Filip Kuba,35,OTT,D,73,6,26,32,10,26,26,3,3,0,2,78,7.7,1724,23:37
219,Chad LaRose,29,CAR,RW,67,19,13,32,14,-15,48,15,3,1,5,199,9.5,1123,16:46
220,Ryan McDonagh,22,NYR,D,82,7,25,32,10,25,44,7,0,0,1,123,5.7,2029,24:44:00
221,Nikita Nikitin,25,TOT,D,61,7,25,32,11,-10,18,4,3,0,3,103,6.8,1415,23:12
222,Benoit Pouliot,25,BOS,LW,74,16,16,32,13,18,38,15,1,0,5,107,15,904,12:13
223,Brandon Sutter,22,CAR,C,82,17,15,32,14,-3,21,12,2,3,0,171,9.9,1427,17:24
224,Ian White,27,DET,D,77,7,25,32,10,23,22,7,0,0,0,196,3.6,1770,22:59
225,Tomas Kaberle,33,TOT,D,72,3,28,31,9,-18,12,2,1,0,0,87,3.4,1276,17:43
226,Mikael Samuelsson,35,TOT,RW,54,14,17,31,12,1,20,7,7,0,1,138,10.1,861,15:57
227,Zach Bogosian,21,WPG,D,65,5,25,30,9,-3,71,4,1,0,0,150,3.3,1516,23:19
228,David Booth,27,TOT,LW,62,16,14,30,12,-5,34,13,3,0,1,159,10.1,926,14:56
229,Jake Gardiner,21,TOR,D,75,7,23,30,10,-2,18,6,1,0,0,79,8.9,1619,21:35
230,Alex Goligoski,26,DAL,D,71,9,21,30,10,0,16,7,2,0,1,140,6.4,1617,22:46
231,Daymond Langkow,35,PHX,C,73,11,19,30,11,-4,14,10,1,0,1,112,9.8,1150,15:45
232,Mathieu Perreault,24,WSH,C,64,16,14,30,13,9,24,14,2,0,4,60,26.7,770,12:02
233,Chris Stewart,24,STL,RW,79,15,15,30,12,1,109,13,2,0,1,166,9,1220,15:26
234,Jordin Tootoo,28,NSH,RW,77,6,24,30,10,-5,92,5,1,0,1,136,4.4,1013,13:09
235,Jay Bouwmeester,28,CGY,D,82,5,24,29,9,-21,26,3,2,0,1,107,4.7,2129,1:57
236,Cam Fowler,20,ANA,D,82,5,24,29,9,-28,18,3,2,0,0,123,4.1,1907,23:16
237,Dan Girardi,27,NYR,D,82,5,24,29,9,13,20,4,1,0,2,122,4.1,2152,26:15:00
238,Kyle Turris,22,TOT,C,55,12,17,29,11,10,31,11,1,0,2,142,8.5,927,16:51
239,Alexander Burmistrov,20,WPG,C,76,13,15,28,11,4,42,11,1,1,0,123,10.6,1266,16:40
240,Matt Duchene,21,COL,C,58,14,14,28,11,-11,8,9,5,0,2,132,10.6,945,16:17
241,Lars Eller,22,MTL,C,79,16,12,28,12,-5,66,12,2,2,2,129,12.4,1210,15:19
242,Matt Halischuk,23,NSH,RW,73,15,13,28,11,9,27,15,0,0,2,96,15.6,822,11:15
243,Nikolai Kulemin,25,TOR,LW,70,7,21,28,9,2,6,6,1,0,1,107,6.5,1066,15:13
244,Dmitry Kulikov,21,FLA,D,58,4,24,28,9,-5,36,2,2,0,1,104,3.8,1268,21:51
245,Chris Neil,32,OTT,RW,72,13,15,28,11,-10,178,11,2,0,0,127,10.2,921,12:48
246,Alex Steen,27,STL,C,43,15,13,28,12,24,28,12,3,0,3,134,11.2,822,19:08
247,Lee Stempniak,28,CGY,RW,61,14,14,28,11,-2,16,12,2,0,2,130,10.8,990,16:14
248,Andrew Brunette,38,CHI,LW,78,12,15,27,10,-13,4,8,4,0,0,75,16,1057,13:33
249,Cal Clutterbuck,24,MIN,RW,74,15,12,27,11,-4,103,8,3,4,2,161,9.3,1210,16:21
250,Sean Couturier,19,PHI,C,77,13,14,27,11,18,14,11,0,2,4,116,11.2,1089,14:08
251,Mark Giordano,28,CGY,D,61,9,18,27,10,0,75,4,5,0,0,125,7.2,1404,23:01
252,Marcel Goc,28,FLA,C,57,11,16,27,10,5,10,8,3,0,1,97,11.3,1004,17:37
253,Martin Havlat,30,SJS,LW,39,7,20,27,9,10,22,3,4,0,1,96,7.3,687,17:37
254,John-Michael Liles,31,TOR,D,66,7,20,27,9,-14,20,3,4,0,0,106,6.6,1409,21:21
255,Paul Martin,30,PIT,D,73,2,25,27,8,9,18,2,0,0,0,93,2.2,1679,23:00
256,Jamie McBain,23,CAR,D,76,8,19,27,10,-7,4,3,5,0,1,127,6.3,1505,19:48
257,Tim Stapleton,29,WPG,C,63,11,16,27,10,-2,10,7,4,0,3,74,14.9,639,10:09
258,Lubomir Visnovsky,35,ANA,D,68,6,21,27,9,7,47,5,1,0,1,112,5.4,1414,20:47
259,James Wisniewski,27,CBJ,D,48,6,21,27,9,-13,37,4,2,0,2,99,6.1,1190,24:48:00
260,Brian Boyle,27,NYR,C,82,11,15,26,10,2,59,11,0,0,2,165,6.7,1250,15:14
261,Andrew Cogliano,24,ANA,C,82,13,13,26,11,-4,15,11,2,0,2,115,11.3,1206,14:42
262,Joey Crabb,28,TOR,RW,67,11,15,26,10,1,33,9,0,2,4,75,14.7,901,13:27
263,Darren Helm,25,DET,C,68,9,17,26,9,5,12,9,0,0,2,124,7.3,987,14:31
264,Erik Johnson,23,COL,D,73,4,22,26,8,-7,26,3,1,0,1,155,2.6,1521,20:50
265,Nick Johnson,26,MIN,RW,77,8,18,26,9,-6,45,8,0,0,1,146,5.5,1113,14:27
266,Marcus Kruger,21,CHI,C,71,9,17,26,9,11,22,9,0,0,1,89,10.1,1093,15:24
267,Brenden Morrow,33,DAL,LW,57,11,15,26,10,1,97,6,5,0,2,88,12.5,971,17:02
268,Kyle Quincey,26,TOT,D,72,7,19,26,9,-1,89,3,4,0,1,168,4.2,1574,21:52
269,Zack Smith,23,OTT,C,81,14,12,26,11,4,98,11,1,2,3,134,10.4,1140,14:04
270,Raffi Torres,30,PHX,LW,79,15,11,26,11,2,83,14,1,0,1,99,15.2,898,11:22
271,Fedor Tyutin,28,CBJ,D,66,5,21,26,8,-21,49,4,1,0,0,124,4,1593,24:09:00
272,Erik Condra,25,OTT,RW,81,8,17,25,9,11,30,6,0,2,1,140,5.7,1147,14:10
273,Joe Corvo,34,BOS,D,75,4,21,25,8,10,13,3,1,0,1,168,2.4,1411,18:49
274,Trevor Daley,28,DAL,D,79,4,21,25,8,3,42,3,1,0,2,134,3,1710,21:39
275,Nathan Gerbe,24,BUF,C,62,6,19,25,8,2,32,6,0,0,2,137,4.4,881,14:12
276,Ville Leino,28,BUF,LW,71,8,17,25,9,-2,16,7,1,0,1,78,10.3,1131,15:55
277,Mark Letestu,26,TOT,C,62,11,14,25,10,-9,8,7,4,0,0,114,9.6,970,15:39
278,Andrej Meszaros,26,PHI,D,62,7,18,25,9,6,38,5,2,0,2,114,6.1,1281,20:40
279,Drew Miller,27,DET,LW,80,14,11,25,10,6,20,14,0,0,4,131,10.7,1030,12:52
280,Dominic Moore,31,TOT,C,79,4,21,25,8,-18,54,3,0,1,1,103,3.9,1227,15:32
281,Jeff Petry,24,EDM,C,73,2,23,25,7,-7,26,1,1,0,0,111,1.8,1589,21:46
282,Sami Salo,37,VAN,D,69,9,16,25,9,7,10,2,7,0,3,136,6.6,1411,20:27
283,Marc-Andre Bergeron,31,TBL,D,43,4,20,24,8,6,20,3,1,0,0,80,5,832,19:21
284,Bryan Bickell,25,CHI,LW,71,9,15,24,9,-3,48,9,0,0,0,84,10.7,862,12:08
285,Mikkel Boedker,22,PHX,LW,82,11,13,24,9,-2,12,11,0,0,2,86,12.8,1118,13:38
286,Rene Bourque,30,TOT,LW,76,18,6,24,11,-19,68,14,3,1,1,158,11.4,1355,17:50
287,Tim Brent,27,CAR,C,79,12,12,24,10,-8,27,8,3,1,3,71,16.9,860,10:53:00
288,Braydon Coburn,26,PHI,D,81,4,20,24,8,10,56,4,0,0,0,113,3.5,1786,22:03
289,Andrew Ference,32,BOS,D,72,6,18,24,8,9,46,6,0,0,1,107,5.6,1360,18:53
290,Travis Hamonic,21,NYI,D,73,2,22,24,7,6,73,1,1,0,0,124,1.6,1637,22:26
291,Michal Handzus,34,SJS,C,67,7,17,24,8,-6,18,5,2,0,0,81,8.6,968,14:27
292,Tomas Holmstrom,39,DET,LW,74,11,13,24,9,-9,40,1,10,0,3,97,11.3,879,11:52
293,Jamie Langenbrunner,36,STL,RW,70,6,18,24,8,7,32,6,0,0,3,127,4.7,1023,14:37
294,Jordan Leopold,31,BUF,D,79,10,14,24,9,4,28,9,1,0,0,110,9.1,1767,22:22
295,Shawn Matthias,23,FLA,C,79,10,14,24,9,-2,49,9,1,0,1,133,7.5,1091,13:49
296,Willie Mitchell,34,LAK,D,76,5,19,24,8,20,44,5,0,0,2,104,4.8,1689,22:14
297,Brian Rolston,38,TOT,C,70,7,17,24,8,-5,14,6,1,0,2,151,4.6,1000,14:17
298,Luca Sbisa,22,ANA,D,80,5,19,24,8,-5,66,5,0,0,0,88,5.7,1434,17:56
299,James van Riemsdyk,22,PHI,LW,43,11,13,24,9,-1,24,9,2,0,1,121,9.1,652,15:10
300,Sean Bergenheim,27,FLA,LW,62,17,6,23,11,-5,48,11,5,1,2,185,9.2,1018,16:25
301,Brad Boyes,29,BUF,C,65,8,15,23,8,2,6,6,2,0,0,100,8,856,13:10:00
302,Boyd Gordon,28,PHX,RW,75,8,15,23,8,9,10,7,0,1,2,114,7,1194,15:56
303,Niklas Hagman,32,TOT,LW,71,9,14,23,9,-7,14,7,2,0,2,125,7.2,1035,14:35
304,Jay Harrison,29,CAR,D,72,9,14,23,9,-10,60,7,2,0,2,128,7,1480,20:33
305,Victor Hedman,21,TBL,D,61,5,18,23,8,-9,65,5,0,0,0,82,6.1,1409,23:06
306,Tyler Myers,21,BUF,D,55,8,15,23,8,5,33,5,3,0,1,84,9.5,1237,22:29
307,Dennis Seidenberg,30,BOS,D,80,5,18,23,8,15,39,5,0,0,2,174,2.9,1923,24:02:00
308,Andrew Shaw,20,CHI,C,37,12,11,23,9,-1,50,12,0,0,2,74,16.2,563,15:12
309,Jared Spurgeon,22,MIN,D,70,3,20,23,7,-4,6,1,2,0,1,92,3.3,1512,21:36
310,Marc-Edouard Vlasic,24,SJS,D,82,4,19,23,7,11,40,4,0,0,1,119,3.4,1899,23:09
311,Daniel Winnik,26,TOT,C,84,8,15,23,8,-11,52,7,0,1,1,184,4.3,1402,16:42
312,Justin Abdelkader,24,DET,LW,81,8,14,22,8,4,62,8,0,0,1,121,6.6,997,12:19
313,Francois Beauchemin,31,ANA,D,82,8,14,22,8,-14,48,5,3,0,1,139,5.8,2095,1:33
314,Pierre-Marc Bouchard,27,MIN,C,37,9,13,22,8,-1,18,7,2,0,3,84,10.7,604,16:19
315,Justin Faulk,19,CAR,D,66,8,14,22,8,-16,29,3,5,0,2,101,7.9,1508,22:51
316,Tom Gilbert,29,TOT,D,67,3,19,22,7,-8,20,1,2,0,1,72,4.2,1612,24:04:00
317,Andy McDonald,34,STL,C,25,10,12,22,9,4,2,7,3,0,2,64,15.6,463,18:32
318,Stephane Robidas,34,DAL,D,75,5,17,22,7,-5,48,3,2,0,1,75,6.7,1707,22:46
319,Luke Schenn,22,TOR,D,79,2,20,22,6,-6,62,2,0,0,0,81,2.5,1267,16:02
320,Nick Spaling,23,NSH,C,77,10,12,22,9,-7,18,10,0,0,3,107,9.3,1210,15:43
321,Marek Zidlicky,34,TOT,D,63,2,20,22,6,-6,34,0,2,0,1,70,2.9,1344,21:20
322,Eric Brewer,32,TBL,D,82,1,20,21,6,-5,49,1,0,0,0,83,1.2,1908,23:16
323,Radek Dvorak,34,DAL,RW,73,4,17,21,7,-16,12,3,0,1,0,83,4.8,1042,14:17
324,Vernon Fiddler,31,DAL,C,82,8,13,21,8,-13,60,8,0,0,1,123,6.5,1147,13:59
325,Cody Franson,24,TOR,D,57,5,16,21,7,-1,22,3,2,0,0,65,7.7,923,16:11
326,Paul Gaustad,29,TOT,C,70,7,14,21,8,-1,76,7,0,0,3,75,9.3,1034,14:46
327,Ryan Johansen,19,CBJ,C,67,9,12,21,8,-2,24,6,3,0,3,99,9.1,853,12:44
328,Kevin Klein,27,NSH,D,66,4,17,21,7,-8,4,4,0,0,2,91,4.4,1316,19:56
329,Matt Niskanen,25,PIT,D,75,4,17,21,7,9,47,1,3,0,0,118,3.4,1345,17:56
330,Eric Nystrom,28,DAL,LW,74,16,5,21,10,-10,24,16,0,0,1,102,15.7,1017,13:45
331,Corey Potter,28,EDM,D,62,4,17,21,7,-16,24,3,1,0,0,98,4.1,1237,19:57
332,Jim Slater,29,WPG,C,78,13,8,21,9,-9,42,12,0,1,1,118,11,1152,14:46
333,Sheldon Souray,35,DAL,D,64,6,15,21,7,11,73,3,2,1,1,179,3.4,1310,20:28
334,Jarret Stoll,29,LAK,C,78,6,15,21,7,2,60,5,1,0,0,133,4.5,1301,16:41
335,Brad Stuart,32,DET,D,81,6,15,21,7,16,29,4,1,1,2,96,6.3,1705,21:03
336,Ryan Wilson,24,COL,D,59,1,20,21,6,11,33,1,0,0,0,63,1.6,1105,18:44
337,Luke Adam,21,BUF,LW,52,10,10,20,8,-6,14,10,0,0,0,89,11.2,645,12:24
338,Derek Dorsett,25,CBJ,RW,77,12,8,20,9,-11,235,9,2,1,1,137,8.8,1131,14:42
339,Ruslan Fedotenko,33,NYR,LW,73,9,11,20,8,-7,16,8,1,0,1,94,9.6,993,13:36
340,Matt Gilroy,27,TOT,D,67,3,17,20,6,2,18,3,0,0,0,80,3.8,1173,17:30
341,Shane O'Brien,28,COL,D,76,3,17,20,6,2,105,2,1,0,0,114,2.6,1461,19:13
342,Mason Raymond,26,VAN,LW,55,10,10,20,8,4,18,8,1,1,2,125,8,857,15:35
343,Vladimir Sobotka,24,STL,C,73,5,15,20,7,12,42,4,0,1,1,117,4.3,1157,15:51
344,Anthony Stewart,27,CAR,C,77,9,11,20,8,-2,30,9,0,0,1,64,14.1,626,8:07
345,Slava Voynov,22,LAK,D,54,8,12,20,7,12,12,5,3,0,2,86,9.3,1001,18:32
346,Ryan Whitney,28,EDM,D,51,3,17,20,6,-16,16,1,2,0,0,41,7.3,1069,20:58
347,Gabriel Bourque,21,NSH,LW,43,7,12,19,7,-2,6,7,0,0,1,59,11.9,550,12:47
348,Adam Burish,29,DAL,C,65,6,13,19,7,6,76,6,0,0,1,82,7.3,831,12:47
349,Carlo Colaiacovo,29,STL,D,64,2,17,19,6,7,22,2,0,0,2,68,2.9,1216,19:00
350,Carl Gunnarsson,25,TOR,D,76,4,15,19,6,-9,20,4,0,0,0,89,4.5,1649,21:42
351,Jan Hejda,33,COL,D,81,5,14,19,6,-17,24,5,0,0,1,78,6.4,1675,20:41
352,Maxim Lapierre,26,VAN,C,82,9,10,19,7,-3,130,9,0,0,0,103,8.7,921,11:14
353,Andrew MacDonald,25,NYI,D,75,5,14,19,6,-5,26,4,1,0,0,71,7,1753,23:22
354,Torrey Mitchell,27,SJS,C,76,9,10,19,7,-6,29,9,0,0,0,100,9,945,12:26
355,Dmitry Orlov,20,WSH,D,60,3,16,19,6,1,18,3,0,0,1,51,5.9,1012,16:52
356,Chris Phillips,33,OTT,D,80,5,14,19,6,12,16,1,4,0,1,85,5.9,1529,19:07
357,Taylor Pyatt,30,PHX,LW,73,9,10,19,7,-4,23,9,0,0,1,111,8.1,899,12:19
358,Tom Pyatt,24,TBL,C,74,12,7,19,8,-19,8,11,1,0,1,95,12.6,1095,14:48
359,Craig Adams,34,PIT,RW,82,5,13,18,6,-6,34,5,0,0,0,76,6.6,925,11:17
360,Nick Bonino,23,ANA,C,50,5,13,18,6,1,8,5,0,0,0,63,7.9,624,12:29
361,Matt D'Agostini,25,STL,RW,55,9,9,18,7,12,27,6,3,0,3,101,8.9,771,14:01
362,Tim Gleason,29,CAR,D,82,1,17,18,5,12,71,1,0,0,0,65,1.5,1698,20:43
363,Mike Knuble,39,WSH,RW,72,6,12,18,7,-15,32,6,0,0,0,91,6.6,1004,13:57
364,Adam Larsson,19,NJD,D,65,2,16,18,5,-7,20,2,0,0,0,68,2.9,1340,20:37
365,Matthew Lombardi,29,TOR,C,62,8,10,18,7,-19,10,7,0,1,2,101,7.9,841,13:34
366,Manny Malhotra,31,VAN,C,78,7,11,18,7,-11,14,7,0,0,2,60,11.7,963,12:21
367,Johnny Oduya,30,TOT,D,81,3,15,18,6,-6,33,3,0,0,1,82,3.7,1657,20:28
368,Brooks Orpik,31,PIT,D,73,2,16,18,5,19,61,2,0,0,0,44,4.5,1646,22:33
369,Brayden Schenn,20,PHI,C,54,12,6,18,8,-7,34,8,4,0,3,97,12.4,763,14:07
370,Matt Stajan,28,CGY,C,61,8,10,18,7,-3,29,8,0,0,1,77,10.4,794,13:01
371,Anton Stralman,25,NYR,D,53,2,16,18,5,9,20,2,0,0,0,55,3.6,906,17:06
372,Joel Ward,31,WSH,RW,73,6,12,18,7,12,20,6,0,0,0,79,7.6,907,12:26
373,Yannick Weber,23,MTL,D,60,4,14,18,6,-7,30,0,4,0,0,88,4.5,937,15:37
374,Karl Alzner,23,WSH,D,82,1,16,17,5,12,29,1,0,0,0,56,1.8,1712,20:52
375,Grant Clitsome,26,TOT,D,63,4,13,17,6,-9,32,3,1,0,1,87,4.6,1071,17:00
376,Jared Cowen,21,OTT,D,82,5,12,17,6,-4,56,5,0,0,1,58,8.6,1549,18:54
377,Andrew Desjardins,25,SJS,C,76,4,13,17,6,4,47,4,0,0,3,80,5,728,9:35
378,Deryk Engelland,29,PIT,D,73,4,13,17,6,10,56,4,0,0,1,86,4.7,1179,16:09
379,Mark Fayne,24,NJD,D,82,4,13,17,6,-4,26,4,0,0,1,94,4.3,1656,20:11
380,Simon Gagne,31,LAK,LW,34,7,10,17,6,-1,18,6,0,1,2,75,9.3,612,17:59
381,Jay McClement,28,COL,C,80,10,7,17,7,-8,31,9,0,1,1,95,10.5,1100,13:45
382,Samuel Pahlsson,34,TOT,C,80,4,13,17,6,-2,34,3,0,1,1,93,4.3,1182,14:46
383,Dustin Penner,29,LAK,RW,65,7,10,17,6,-7,43,6,1,0,0,119,5.9,931,14:19
384,Joni Pitkanen,28,CAR,D,30,5,12,17,6,-15,16,3,2,0,2,62,8.1,669,22:18
385,Brandon Prust,27,NYR,LW,82,5,12,17,6,-1,156,3,0,2,2,68,7.4,979,11:57
386,Arron Asham,33,PIT,RW,64,5,11,16,6,-5,76,5,0,0,0,49,10.2,591,9:14
387,Eric Belanger,34,EDM,C,78,4,12,16,5,-13,32,2,1,1,0,118,3.4,1149,14:44
388,Bobby Butler,24,OTT,LW,56,6,10,16,6,8,12,6,0,0,4,86,7,643,11:29
389,Gregory Campbell,28,BOS,C,78,8,8,16,7,-3,80,8,0,0,0,74,10.8,998,12:48
390,Kyle Chipchura,25,PHX,C,53,3,13,16,5,2,42,3,0,0,0,43,7,558,10:32
391,Raphael Diaz,26,MTL,D,59,3,13,16,5,-7,30,3,0,0,1,61,4.9,1062,18:00
392,Tanner Glass,28,WPG,LW,78,5,11,16,6,-12,73,5,0,0,1,86,5.8,1047,13:25
393,Josh Gorges,27,MTL,D,82,2,14,16,5,14,39,2,0,0,1,59,3.4,1856,22:38
394,Andy Greene,29,NJD,D,56,1,15,16,5,3,16,1,0,0,0,53,1.9,1092,19:30
395,Jeff Halpern,35,WSH,C,69,4,12,16,5,-1,24,4,0,0,1,63,6.3,870,12:36
396,Aaron Johnson,28,CBJ,D,56,3,13,16,5,-12,26,2,1,0,0,63,4.8,924,16:30
397,Roman Josi,21,NSH,D,52,5,11,16,6,1,14,4,1,0,0,64,7.8,956,18:23
398,Brian Lee,24,TOT,D,55,1,15,16,5,-8,35,1,0,0,0,32,3.1,854,15:32
399,John Mitchell,27,NYR,C,63,5,11,16,6,10,8,5,0,0,0,64,7.8,640,10:10
400,Travis Moen,29,MTL,LW,48,9,7,16,7,-3,41,8,0,1,0,45,20,754,15:43
401,Peter Mueller,23,COL,C,32,7,9,16,6,-3,8,6,1,0,1,82,8.5,469,14:39
402,Mike Weaver,33,FLA,D,82,0,16,16,4,-2,14,0,0,0,0,51,0,1667,20:20
403,Matt Beleskey,23,ANA,LW,70,4,11,15,5,-2,72,4,0,0,0,75,5.3,719,10:16
404,Johnny Boychuk,28,BOS,D,77,5,10,15,6,27,53,5,0,0,2,171,2.9,1587,20:37
405,Chris Butler,25,CGY,D,68,2,13,15,5,-9,34,2,0,0,0,62,3.2,1469,21:36
406,Jordan Caron,21,BOS,RW,48,7,8,15,6,0,14,7,0,0,0,57,12.3,553,11:32
407,Brett Clark,35,TBL,D,82,2,13,15,5,-26,20,2,0,0,0,61,3.3,1507,18:23
408,Blake Comeau,25,TOT,RW,74,5,10,15,5,-11,30,5,0,0,0,137,3.6,1143,15:27
409,Brett Connolly,19,TBL,RW,68,4,11,15,5,-9,30,3,1,0,2,94,4.3,780,11:28
410,Matt Frattin,24,TOR,RW,56,8,7,15,6,-4,25,8,0,0,2,92,8.7,737,13:10
411,Michael Frolik,23,CHI,C,63,5,10,15,5,-10,22,5,0,0,0,117,4.3,811,12:52
412,TJ Galiardi,23,TOT,LW,69,9,6,15,6,-8,53,8,0,1,2,113,8,900,13:03
413,Brian Gionta,33,MTL,RW,31,8,7,15,6,-7,16,6,2,0,0,75,10.7,602,19:26
414,Marc-Andre Gragnani,24,TOT,LW,58,2,13,15,5,6,26,1,1,0,0,47,4.3,936,16:09
415,Matt Greene,28,LAK,D,82,4,11,15,5,4,58,4,0,0,2,76,5.3,1367,16:40
416,Niklas Hjalmarsson,24,CHI,D,69,1,14,15,4,9,14,1,0,0,0,65,1.5,1392,20:11
417,Pavel Kubina,34,TOT,D,69,3,12,15,5,-2,74,3,0,0,1,75,4,1330,19:16
418,Jamal Mayers,37,CHI,RW,81,6,9,15,6,-4,91,6,0,0,1,70,8.6,794,9:48
419,Daniel Paille,27,BOS,LW,69,9,6,15,7,-5,15,7,0,2,1,86,10.5,793,11:30
420,Ladislav Smid,25,EDM,D,78,5,10,15,5,4,44,5,0,0,0,47,10.6,1631,20:54
